Molecule_ChEMBLID;Smiles;Standard_Value
CHEMBL37520;COc1ccc(OCCCCC(=O)O)cc1Cc1cnc(N)nc1N;5.8
CHEMBL480282;C=C1CC[C@@H](C[C@@H]2C(=C)CC[C@H]3C(C)(C)[C@H](O)CC[C@]23C)[C@](C)(C(=O)O)[C@H]1CC/C(C)=C/CO;473000.0
CHEMBL116397;Cc1nc2ccc(C(=O)Nc3ccc4c(c3)C(=O)NC[C@@H](N)C(=O)N[C@@H](Cc3ccc(N)cc3)C(=O)N[C@@H](CCCN=C(N)N)CO4)cc2nc1C;100000.0
CHEMBL355648;C=C1C(C)=C(C(=O)[O-])N2C(=O)/C(=C/C(=O)OC(C)(C)C)[C@H]2S1(=O)=O.[Na+];48600.0
CHEMBL496465;COc1ccccc1C1CC(c2cccc(O)c2)=Nc2ccccc2S1;7.06
CHEMBL497288;Oc1cccc(C2=Nc3ccccc3SC(c3ccc(Br)cc3)C2)c1;61.5
CHEMBL2234884;O=c1c2ccccc2nc(-c2ccccc2)n1-c1nc2cc(O)ccc2s1;714496.33
CHEMBL1415985;O=C(CN1C(=O)NC2(CCCCC2)C1=O)Oc1ccc2c(C(F)(F)F)cc(=O)oc2c1;3479.0
CHEMBL1419822;Cn1c(=O)[nH]c(=O)c2c1nc([N+](=O)[O-])n2Cc1ccccc1;49797.0
CHEMBL84108;Nc1nc(N)c2c(OCc3ccc(C(F)(F)F)cc3)cccc2n1;1100.0
CHEMBL1933870;COc1ccc(/C=C(\C#N)c2nc3ccccc3[nH]2)cc1OC;100000.0
CHEMBL1933872;COc1cc(-c2ccc(/C=C(\C#N)c3nc4ccccc4[nH]3)cc2)cc(Br)c1O;94000.0
CHEMBL1933889;N#C/C(=C\c1ccc(-c2cccs2)s1)c1ccc2ccccc2n1;100000.0
CHEMBL1933866;N#C/C(=C\c1cccc(I)c1)c1nc2ccccc2[nH]1;100000.0
CHEMBL1933875;COc1cc(/C=C(\C#N)c2nc3ccccc3[nH]2)cc(OC)c1OC;100000.0
CHEMBL244082;COc1ccc2oc(=O)sc2c1C(=O)/C=C/c1ccc(OCCN2CCOCC2)cc1;125.0
CHEMBL367931;C/C(=C\COc1ccc2ccc(=O)oc2c1)CCC1OC1(C)CCC1OC1(C)C;1500.0
CHEMBL246781;O=C(CSc1nc2ccccc2[nH]1)Nc1nc2ccc(C(=O)O)cc2s1;32000.0
CHEMBL237837;CS(=O)(=O)c1ccc2nc(NC(=O)NCc3nc4ccccc4[nH]3)sc2c1;760.0
CHEMBL217773;O=C(Nc1ccc(Oc2ccccc2)cc1)C1CC(=O)N(C2CCCCC2)C1;100000.0
CHEMBL217273;CCOc1ccc(NC(=O)C2CC(=O)N(C3CCCCC3)C2)cc1;100000.0
CHEMBL216887;Cc1ccc(C)c(NC(=O)C2CC(=O)N(C3CCCCC3)C2)c1;10050.0
CHEMBL387284;CC(C)c1cccc(NC(=O)C2CC(=O)N(C3CCCCC3)C2)c1;5550.0
CHEMBL214484;Cc1cccc(NC(=O)C2CC(=O)N(C3CCCCC3)C2)c1;16790.0
CHEMBL439530;O=C(Nc1ccc(Br)cc1)C1CC(=O)N(C2CCCCC2)C1;28020.0
CHEMBL56190;CNc1nc(N)[nH]c(=O)c1[N+](=O)[O-];104200.0
CHEMBL106535;O=C(NO)C1COC(c2ccc(C(F)(F)F)cc2)=N1;7800.0
CHEMBL254489;Fc1ccc([C@@H]2CCNC[C@H]2COc2ccccc2)cc1;22000.0
CHEMBL272377;O=C(Nc1ccc(C2CCCCC2)cc1)C1=C(O)C(c2ccccc2)NC1=O;3500.0
CHEMBL253013;c1ccc(OC[C@H]2CCCNC2)cc1;50000.0
CHEMBL216689;O=C(Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1)C1CC(=O)N(C2CCCCC2)C1;140.0
CHEMBL216759;O=C(Nc1cccc(Br)c1)C1CC(=O)N(c2ccc(F)cc2)C1;29230.0
CHEMBL1276667;CC[C@@H]1CCN(c2c(F)cc3c(=O)n(N)c(=O)n(C4CC4)c3c2C)C1;3800.0
CHEMBL219268;NNC(=O)CNC(=O)c1ccccc1C(F)(F)F;79.0
CHEMBL221095;O=C(Nc1ccc(Br)cc1C(=O)O)c1ccc(S(=O)(=O)N2CCC(Cc3ccccc3)CC2)cc1;28000.0
CHEMBL228537;CC(=O)NC[C@H]1CN(c2cc(F)c(N3CC(C)(O)C3)c(F)c2)C(=O)O1;68000.0
CHEMBL485959;CCc1nc(N)nc(N)c1C#CCc1cc(OC)c(OC)c(OC)c1;942.0
CHEMBL1270734;COc1cc(C(C)C#Cc2c(C)nc(N)nc2N)c(OC)cc1-c1ccccc1;3270.0
CHEMBL6220;CC1(C)[C@H](C(=O)O)N2C(=O)[C@@H](Cc3cn(-c4ccccc4)nn3)[C@H]2S1(=O)=O;1000.0
CHEMBL1587764;Cc1ccccc1N1C(=O)CC(Sc2nnc(-c3ccccc3)o2)C1=O;66600.0
CHEMBL1717415;CN(C)C(CNc1ccc(C(F)(F)F)cn1)c1ccccc1;66600.0
CHEMBL1708074;COC(=O)C1=C(C(=O)OC)SC2(S1)C(C(=O)OC)=C(C(=O)OC)Sc1c2ssc1=O;66600.0
CHEMBL1223557;O=C(NCCNc1ccnc2cc(Cl)ccc12)Nc1ccc(Cl)cc1;4.0
CHEMBL1223559;CCOc1ccc(NC(=O)NCCNc2ccnc3cc(Cl)ccc23)cc1;8.0
CHEMBL29911;COc1cccc(C(NCc2cccc(C(F)(F)F)c2)C(=O)NO)c1;59.0
CHEMBL227774;COc1cc(N(C)CCCNC(=O)N[C@H](CCCCN)C(=O)O)c2nc(C(C)(C)C)ccc2c1;15.0
CHEMBL1458441;O=C1NC(=S)/C(=C\c2ccc(-c3ccccc3Cl)o2)S1;194100.0
CHEMBL1346055;O=C(O)c1ccc(-n2cccc2/C=C2/NC(=O)N(c3cccc(Cl)c3)C2=O)cc1;66790.0
CHEMBL1995948;O=C(O)c1cccc(-n2cccc2/C=N/O)c1;91570.0
CHEMBL1327783;O=C(c1nnsc1[S+]([O-])c1ccc(Cl)cc1)N1CCOCC1;181040.0
CHEMBL81935;O=c1c(C(c2ccc([N+](=O)[O-])cc2)c2c(O)oc3ccccc3c2=O)c(O)oc2ccccc12;122390.0
CHEMBL1424562;O=C(Nc1ccccc1)c1nnsc1[S+]([O-])c1ccc(Cl)cc1;197160.0
CHEMBL1388689;COc1ccc(/C=C2/C(=O)NC(=O)N(Cc3ccco3)C2=O)cc1;1790.0
CHEMBL1604012;N#C/C(=C/c1ccc(-c2cc(C(=O)O)cc(C(=O)O)c2)o1)c1nc2ccccc2s1;19120.0
CHEMBL1546656;O=C(CCCN1C(=O)/C(=C/c2ccco2)SC1=S)Nc1ccccc1C(=O)O;86020.0
CHEMBL1488925;N=C1/C(=C\c2ccc(-c3ccc(C(=O)O)cc3)o2)C(=O)N=C2SC=C(c3ccccc3)N12;182100.0
CHEMBL1571704;N=C1S/C(=C\c2ccc(-c3ccccc3C(=O)O)o2)C(=O)N1c1ccc2c(c1)OCO2;153240.0
CHEMBL1377441;O=C(O)c1ccc(-c2ccc(/C=C3\NC(=O)N(Cc4ccc(Cl)cc4)C3=O)o2)cc1Cl;67070.0
CHEMBL1440303;CNC(=O)c1nnsc1[S+]([O-])c1ccc(Cl)cc1;108430.0
CHEMBL1501743;N=C1/C(=C\c2ccc(-c3cccc(C(=O)O)c3)o2)C(=O)N=C2SC=C(c3ccccc3)N12;129300.0
CHEMBL1393131;O=C(O)c1cc(-c2ccco2)nc2ccc(Br)cc12;81860.0
CHEMBL1324005;Cc1cccc(Cc2cnc(N3C(=N)SC(C)C3=O)s2)c1;66600.0
CHEMBL1728065;CN(C)c1ccc(Cc2cc3c(O)ccc(O)c3cc(Cc3ccc(N(C)C)cc3)c2=O)cc1;66600.0
CHEMBL216704;COc1cc(NC(=O)C2CC(=O)N(C3CCCCC3)C2)cc(C(F)(F)F)c1;1300.0
CHEMBL216807;O=C(Nc1cc(Cl)cc(Cl)c1)C1CC(=O)N(C2CCCCC2)C1;390.0
CHEMBL216547;O=C(Nc1ccccc1Br)C1CC(=O)N(C2CCCCC2)C1;100000.0
CHEMBL1818287;O=C(CC[N+](=O)[O-])Nc1ccc(Br)cc1;32460.0
CHEMBL1818378;O=C(CC[N+](=O)[O-])N1CCN(c2cccc(C(F)(F)F)c2)CC1;30180.0
CHEMBL1818383;COc1c(N2C(C)CN(C(=O)CC[N+](=O)[O-])CC2C)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12;100.0
CHEMBL225180;Cc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1;21000.0
CHEMBL328598;CCCCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c(C(=O)OCC)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1;200000.0
CHEMBL221949;CCCc1cc2c(OCC(=O)NCCN(C)C)c(c1)Cc1cc(CC(C)C)cc(c1OCC(=O)NCCN(C)C)Cc1cc(CCC)cc(c1OCC(=O)NCCN(C)C)Cc1cc(CC(C)C)cc(c1OCC(=O)NCCN(C)C)C2;5000.0
CHEMBL368393;COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCCN;46.0
CHEMBL56073;CN(CCCCc1ccccc1)CCC(O)(P(=O)(O)O)P(=O)(O)O;33000.0
CHEMBL442357;Nc1nc(O)c(N=O)c(NCCCCCCCc2ccccc2)n1;1400.0
CHEMBL219527;N[C@H]1C[C@@H](N)CN(c2nc(Nc3ccc4c(c3)CCC4)nc(N3C[C@@H](N)C[C@@H](N)C3)n2)C1;15000.0
CHEMBL2369558;C[C@H](O)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H](N)[C@@H](C)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)O;260000.0
CHEMBL325434;COc1ccc(OC)c(CN(C)c2ccc3nc(N)nc(N)c3c2)c1;7.8
CHEMBL73680;CC(=O)/C=C/c1cccc(Cl)c1;426579.52
CHEMBL1814260;CCCCCCCCNc1ncc(-c2ccc(Cl)c(Cl)c2)[nH]1;118300.0
CHEMBL1814258;CCCCCCCCNc1ncc(-c2ccc(OC)cc2)[nH]1;400000.0
CHEMBL227063;CCc1c(Sc2cccc3cccnc23)[nH]c2nc(N)nc(N)c12;110000.0
CHEMBL14773;C/C(=C\c1ccccc1)c1ccccc1;100000.0
CHEMBL151269;O=CNC[C@H]1O[C@@H](OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H]1O;1000000.0
CHEMBL415234;CC(C)(C)OC(=O)N1CCC[C@@H]2[C@H]1C(=O)N2S(=O)(=O)[O-].[Na+];145000.0
CHEMBL367225;O=C(N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O)c1ccc2c(c1)nc(-c1ccoc1)n2C1CCCCC1;79000.0
CHEMBL43691;N=C(N)c1ccc2[nH]c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)nc2c1;17000.0
CHEMBL1946986;O=C(/C=C/c1ccc(-c2cc(C(F)(F)F)ccc2Cl)o1)c1ccc2c(c1)OCO2;174000.0
CHEMBL328961;N#Cc1c(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)c(F)cc2Cl)sc2c1CCC2;6400.0
CHEMBL318623;CCCCCCCO[C@@H]1[C@H](OC)[C@@H]([C@@H](O[C@H]2OC(C(=O)N[C@H]3CCC[C@@H](C)NC3=O)=C[C@H](O)[C@@H]2O)C(N)=O)O[C@H]1n1ccc(=O)[nH]c1=O;0.055
CHEMBL1253183;CC(Br)C1=CC(=C(Br)Br)OC1=O;1166.0
CHEMBL1253386;CCCC(OC(C)=O)C1=C(Br)/C(=C/Br)OC1=O;131600.0
CHEMBL374146;C=C(CO)C(=O)O[C@H]1CC(=C)[C@@H]2C[C@H](O)C(=C)[C@@H]2[C@H]2OC(=O)C(=C)[C@H]12;19500.0
CHEMBL136356;C=C1C(=O)O[C@@H]2C[C@@]3(C)CCC[C@H](C)C3=C[C@H]12;50000.0
CHEMBL209974;Cc1ccc(C)n1-c1ccc(CC(=O)O)cc1;7600.0
CHEMBL1946982;O=C(/C=C/c1ccc(Br)cc1)c1ccc2c(c1)OCO2;66000.0
CHEMBL439876;CC(C)(C)c1cc2c(OCCCCNC(=N)N)c(c1)Cc1cc(C(C)(C)C)cc(c1OCCCCNC(=N)N)Cc1cc(C(C)(C)C)cc(c1OCCCCNC(=N)N)Cc1cc(C(C)(C)C)cc(c1OCCCCNC(=N)N)C2;40.0
CHEMBL1958226;Cl.NCCc1cc2c(O)c(c1)Cc1cc(CCN)cc(c1O)Cc1cc(CCN)cc(c1O)Cc1cc(CCN)cc(c1O)C2;400.0
CHEMBL264434;CCCCCCc1ccc(Oc2ccccc2N)c(O)c1;62.0
CHEMBL1276036;Oc1ccc(CCc2cccc(Cl)c2)c(O)c1O;50000.0
CHEMBL321362;CCCCCCCCCCCCCCCCOC(=O)O[C@@H]1[C@H](OC)[C@@H]([C@@H](O[C@H]2OC(C(=O)N[C@H]3CCC[C@@H](C)NC3=O)=C[C@H](O)[C@@H]2O)C(N)=O)O[C@H]1n1ccc(=O)[nH]c1=O;2.5
CHEMBL1823498;CCCCNC(=O)CCCCC#Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O.[Na+].[Na+];50000.0
CHEMBL1269409;COC(=O)/C=C1\Nc2cc([N+](=O)[O-])ccc2OC1=O;28200.0
CHEMBL94002;CCCCc1nn(-c2cccc(Cl)c2Cl)c(C(=O)O)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1;37000.0
CHEMBL27621;COC1=C(C(=O)[O-])N2C(=O)[C@H]([C@@H](C)O)[C@H]2C1.[K+];340000.0
CHEMBL86427;O=C(Cc1ccccc1)Oc1cccnc1C(=O)Nc1nccs1;540.0
CHEMBL2010354;COc1cc(O)c2c(c1)C(=O)c1cc3c(c(O)c1C2=O)C(OC1OC(C)C(OC)C(O)C1OC)C(OC)C(C)(O)C3=O;75000.0
CHEMBL36623;Nc1nc(O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)ccc2n1;12000.0
CHEMBL29627;COc1cc(O)c2c(c1)C(=O)c1cc3c(c(O)c1C2=O)C(OC1OC(C)C(O)C(O)C1OC)C(OC)C(C)(O)C3=O;75000.0
CHEMBL123984;COc1cccc(Sc2[nH]c3nc(N)nc(N)c3c2C)c1;1370.0
CHEMBL364597;O=C(NO)c1cc(CSc2cccc(Cl)c2)on1;2300.0
CHEMBL1956124;C[C@@](CCc1ccc(-c2ccccc2C(N)=O)cc1)(C(=O)NO)S(C)(=O)=O;100.0
CHEMBL1956140;C[C@@](CCc1ccc(-c2ccc(OCCCC(=O)O)cc2)cc1)(C(=O)NO)S(C)(=O)=O;21.2
CHEMBL98242;CCCc1ccc(NC(=O)C2=C[C@H](O)[C@H](O)[C@@H](O[C@@H](C(N)=O)[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O)[C@@H]3OC)O2)cc1;0.031
CHEMBL1956141;C[C@@](CCc1ccc(-c2ccc(CN)cc2)cc1)(C(=O)NO)S(C)(=O)=O;12.9
CHEMBL1956147;C[C@@](CCc1ccc(-c2ccc(O)cc2)cc1)(C(=O)O)S(C)(=O)=O;92.5
CHEMBL3349020;CC[C@H](Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1;0.00029
CHEMBL135476;O=C1/C(=C\c2ccc(N3CCOCC3)cc2)Oc2c1ccc(O)c2O;50000.0
CHEMBL407337;OCC[C@H]1N[C@H](CO)[C@@H](O)[C@@H]1O;350000.0
CHEMBL385899;O=C1NN(c2ccc(Cl)c(C(=O)O)c2)C(=O)/C1=C\c1ccc(-c2ccc(Cl)cc2)o1;10000.0
CHEMBL1807926;Cc1ncc([N+](=O)[O-])n1CC(C)OC(=O)/C=C/c1cccc(F)c1;8200.0
CHEMBL2369564;C[C@H](O)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H](N)[C@@H](C)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)O)[C@@H](C)O)[C@H](C)O;310000.0
CHEMBL388424;Cc1ccc(S(=O)(=O)N(Cc2ccccc2)c2ccc(Nc3nc(N4C[C@@H](N)C[C@@H](N)C4)nc(N4C[C@@H](N)C[C@@H](O)C4)n3)cc2O)cc1;17000.0
CHEMBL441212;Cc1ccc(S(=O)(=O)N(Cc2ccccc2)c2ccc(Nc3nc(N4C[C@@H](N)C[C@@H](N)C4)nc(N4C[C@H](CN)C[C@H](CN)C4)n3)cc2O)cc1;1000.0
CHEMBL398198;CN[C@H]1C[C@@H](NC)CN(c2nc(Nc3ccc(NC(=O)c4ccc5ccccc5c4O)cc3)nc(N3C[C@@H](N)C[C@@H](N)C3)n2)C1;8000.0
CHEMBL396495;Cc1ccc(S(=O)(=O)N(Cc2ccccc2)c2ccc(Nc3nc(N(CCN)CCN)nc(N4C[C@@H](N)C[C@@H](N)C4)n3)cc2O)cc1;1000.0
CHEMBL230045;NC1CCCN(c2nc(Nc3ccc(Cl)c(Cl)c3)nc(N3CCCC(N)C3)n2)C1;1000000.0
CHEMBL395260;N[C@H]1C[C@@H](O)CN(c2nc(Nc3ccc(NC(=O)c4ccc5ccccc5c4O)cc3)nc(N3C[C@@H](O)C[C@@H](N)C3)n2)C1;100000.0
CHEMBL147526;O=C(O)[C@@H]1CCCCCCc2cccc(c2)C[C@@H](CS)C(=O)N1;10000.0
CHEMBL1255023;Nc1nc(N)c2nc(CNc3ccc(C(=O)NCCc4ccc(S(=O)(=O)O)cc4)cc3)cnc2n1;1300.0
CHEMBL263255;CC(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O;586.0
CHEMBL1814241;CCCCCNc1ncc(-c2ccc(Cl)cc2)[nH]1;6300.0
CHEMBL50;O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12;20000.0
CHEMBL36327;O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1;10000.0
CHEMBL47386;Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@H](O)C2;100000.0
CHEMBL2369563;CC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(N)=O)[C@H](C)O)[C@@H](C)O;50000.0
CHEMBL9973;CCC(CC1CNc2nc(N)nc(N)c2N1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1;0.00014
CHEMBL355793;COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC(C)C;24.0
CHEMBL376799;CC[C@@H]1N[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O;51000.0
CHEMBL299333;Nc1nc(O)c(N=O)c(NCCCc2ccccc2)n1;7800.0
CHEMBL1398812;O=[N+]([O-])c1ccc(N2CCCCCC2)c2nonc12;22419.0
CHEMBL598477;O=C(Nc1ccc2oc(-c3ccccc3F)nc2c1)c1ccc([N+](=O)[O-])o1;59640.0
CHEMBL1419637;CCc1cc(=O)oc2cc(C)c(CN3CCCC3)c(O)c12;59640.0
CHEMBL1333292;COc1ccc(-c2occ(C(=O)O)c2C(=O)O)cc1;59640.0
CHEMBL423767;CCCCCCNC[C@H]1O[C@@H](OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H]1O;130000.0
CHEMBL462386;Nc1nc(SC2CCCC2)nc2c1[nH]c(=O)c(=O)n2Cc1ccccc1;1900.0
CHEMBL400364;Cc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1ccc([N+](=O)[O-])cc1;13000.0
CHEMBL419321;CCCCc1nn(-c2cccc(Cl)c2Cl)c(C(=O)OCC)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1;100000.0
CHEMBL293223;C[C@@]1(CCl)S[C@@H]2[C@@H](Br)C(=O)N2[C@H]1C(=O)O;1000000.0
CHEMBL561728;Oc1ccc(O)c(-c2ccc(-c3nnc(S)o3)o2)c1;100000.0
CHEMBL561523;COc1cc(/C=C2\SC(=S)N(c3cccc(C(F)(F)F)c3)C2=O)cc(OC)c1O;4000.0
CHEMBL559989;CCOc1ccccc1C(=O)Nc1nc2ccc(S(N)(=O)=O)cc2s1;56000.0
CHEMBL559790;Cc1c(CCC(=O)O)c(=O)oc2c(C)c(OCc3cccc4ccccc34)ccc12;107000.0
CHEMBL540680;Cc1c(CCC(=O)O)c(=O)oc2c(C)c(OCc3ccc(Br)cc3F)ccc12;25000.0
CHEMBL85875;CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(CCOC(C)=O)Cc2cccc(F)c2)c1;4070.0
CHEMBL495624;O=C(CP(=O)([O-])[O-])NCCCc1cccc(Oc2ccccc2)c1.[K+].[K+];8.0
CHEMBL497616;O=C(CP(=O)([O-])[O-])N(O)CCCc1cccc(Oc2ccc(Cl)c(Cl)c2)c1.[K+].[K+];42.0
CHEMBL496801;O=C(NO)C(CCCc1cccc(Oc2ccccc2)c1)P(=O)([O-])[O-].[K+].[K+];4200.0
CHEMBL525377;Cc1ccc(-c2ccc(CCCN(O)C(=O)CP(=O)(O)O)cc2)cc1;4100.0
CHEMBL38164;CONC(=O)CC1Sc2ccccc2NC1=O;74.0
CHEMBL26275;CC1(C)[C@H](C(=O)O)N2C(=O)[C@H](S)[C@H]2S1(=O)=O;69200.0
CHEMBL558464;CCN(CC)c1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1;3310.0
CHEMBL331986;COc1ccc(OC)c(Sc2[nH]c3nc(N)nc(N)c3c2C)c1;100000.0
CHEMBL73849;CCCC[C@H](C(O)C(=O)NO)[S+]([O-])c1ccccc1;280.0
CHEMBL397510;Cc1ccc(S(=O)(=O)N(Cc2ccccc2)c2ccc(Nc3nc(N4C[C@@H](N)C[C@@H](N)C4)nc(N4C[C@@H](N)C[C@H]4CO)n3)cc2O)cc1;15000.0
CHEMBL230157;N[C@H]1C[C@@H](N)CN(c2nc(Nc3ccc(NC(=O)c4ccc5ccccc5c4O)cc3)nc(N3C[C@@H](N)C[C@H]3CO)n2)C1;19000.0
CHEMBL387427;Cc1ccc(S(=O)(=O)N(Cc2ccccc2)c2ccc(Nc3nc(N4C[C@@H](N)C[C@@H](N)C4)nc(N4C[C@@H](N)C[C@@H](N)C4)n3)cc2O)cc1;3000.0
CHEMBL403;CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O;2400.0
CHEMBL230046;N[C@H]1C[C@@H](N)CN(c2ncnc(Nc3ccc(NC(=O)c4ccc5ccccc5c4O)cc3)n2)C1;16000.0
CHEMBL1376656;O=C(CSc1nnc(NC(=O)c2ccccc2)s1)NCc1ccco1;59640.0
CHEMBL1452412;Sc1nnc(-c2ccccc2)n1Cc1ccccc1;49599.0
CHEMBL3213100;COc1cc(OC)c(OC)cc1/C=N/NC(=O)CC1C(=O)NN=C1C;4219.0
CHEMBL1315870;CCCCc1cc(=O)oc2c3c(cc(OCC(=O)N4CCC[C@H]4C(=O)O)c12)OC(C)(C)CC3;25913.0
CHEMBL1456096;Sc1nnc(-c2cccs2)n1Cc1ccccc1;4089.0
CHEMBL1522756;COc1ccccc1-n1c(S)nnc1-c1ccco1;20003.0
CHEMBL556099;COc1cc(/C=C2\SC(=S)N(c3cccc(Cl)c3)C2=O)cc(OC)c1O;30000.0
CHEMBL23532;COc1cc(NCc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1OC;86.0
CHEMBL519613;O=CN(O)C[C@@H](CC1CC1)C(=O)N1CCC[C@H]1c1nc2ccccc2[nH]1;8.0
CHEMBL464050;CCCC[C@H](CC(=O)O)C(=O)N1CCC[C@H]1c1nc2ccccc2o1;803.0
CHEMBL417291;Cc1ccc(C2OC3(C(=O)c4ccccc4C3=O)[C@@H]3C(=O)N(c4ccc5c(c4)OCO5)C(=O)[C@H]23)cc1;100000.0
CHEMBL558497;C[C@@]1(O)[C@H](O)[C@@H](CSSC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@](C)(O)[C@@H]2O)O[C@H]1n1cnc2c(N)ncnc21;500000.0
CHEMBL540477;Cc1cc(Cl)ccc1OCC(=O)Nc1cccc([N+](=O)[O-])c1C;3470.0
CHEMBL355288;N#CC1=C(C(=O)[O-])N2C(=O)/C(=C/c3ccccn3)C2S(=O)(=O)C1.[Na+];280000.0
CHEMBL560315;Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSSC[C@H]2O[C@@H](n3c(Br)nc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O;14000.0
CHEMBL293263;Nc1nc(N)c2nc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2n1;11.0
CHEMBL25766;CC1(C)[C@H](C(=O)O)N2C(=O)[C@@H](CS)[C@H]2S1(=O)=O;1400.0
CHEMBL1231347;CCCCSC[C@H]1CN(Cc2c[nH]c3c(N)ncnc23)C[C@@H]1O;1.0
CHEMBL44813;O=C(/C=C/C1=C(C(=O)[O-])N2C(=O)/C(=C/c3ccccn3)[C@H]2S(=O)(=O)C1)NCC(F)(F)F.[Na+];78.0
CHEMBL45084;O=C([O-])C1=C(I)CS(=O)(=O)[C@@H]2/C(=C\c3ccccn3)C(=O)N12.[Na+];4.7
CHEMBL97957;COC(=O)C1CCCC(Nc2[nH]nc3cccc(OCc4ccc(Cl)cc4)c23)C1;16.0
CHEMBL78297;O=C(CC(c1ccc2c(c1)OCO2)S(=O)(=O)c1ccccc1)NO;1100.0
CHEMBL157738;CC(C)(C)[C@H](NC(=O)[C@H](CC1CCCC1)CN(O)C=O)C(=O)c1ccc(N2CCC(O)CC2)cc1;2.0
CHEMBL416561;CC1(C)[C@H](C(=O)O)N2C(=O)[C@@H](CO)[C@H]2S1(=O)=O;200000.0
CHEMBL321917;CCCc1cc(C2=NC(C(=O)NO)CO2)ccc1F;960.0
CHEMBL107359;O=C(NO)C1COC(c2cnn(-c3ccccc3)c2C(F)(F)F)=N1;30000.0
CHEMBL65230;C=CCN(C)Cc1ccc(-c2ccc(C(=O)c3ccc(Br)cc3)cc2)cc1;29.0
CHEMBL88780;CCCC[C@H](CN(O)C=O)C(=O)N[C@H](C(C)=O)C(C)(C)C;20.0
CHEMBL44588;O=C([O-])CNC(=O)/C=C/C1=C(C(=O)[O-])N2C(=O)/C(=C/c3ccccn3)[C@H]2S(=O)(=O)C1.[Na+].[Na+];4200.0
CHEMBL431488;COc1ccccc1N1C(=O)C2C(c3ccccc3)OC3(C(=O)c4ccccc4C3=O)C2C1=O;1800.0
CHEMBL160302;Nc1c(F)c(N2CC3CCCC2CN3)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1;0.9
